lat,lon,bio1_mean,bio2_mean,bio3_mean,bio4_mean,bio5_mean,bio6_mean,bio7_mean,bio8_mean,bio9_mean,bio10_mean,bio11_mean,bio12_mean,bio13_mean,bio14_mean,bio15_mean,bio16_mean,bio17_mean,bio18_mean,bio19_mean,tmin1_mean,tmin2_mean,tmin3_mean,tmin4_mean,tmin5_mean,tmin6_mean,tmin7_mean,tmin8_mean,tmin9_mean,tmin10_mean,tmin11_mean,tmin12_mean,tmax1_mean,tmax2_mean,tmax3_mean,tmax4_mean,tmax5_mean,tmax6_mean,tmax7_mean,tmax8_mean,tmax9_mean,tmax10_mean,tmax11_mean,tmax12_mean,alt_mean,prec1_mean,prec2_mean,prec3_mean,prec4_mean,prec5_mean,prec6_mean,prec7_mean,prec8_mean,prec9_mean,prec10_mean,prec11_mean,prec12_mean
36.75,-6.25,190.444442749023,82.2222213745117,35.8888893127441,5070.888671875,310.555541992188,84.2222213745117,226.33332824707,136.222229003906,254,257.444458007812,127.888885498047,540.777770996094,86.6666641235352,0.777777791023254,67.1111145019531,235,13.5555553436279,23.7777786254883,227.555557250977,84.2222213745117,96.1111145019531,112,131,164.555557250977,191.777770996094,214.111114501953,220.444442749023,202.555557250977,162.777770996094,120.666664123535,91.7777786254883,158.66667175293,172.555557250977,189.444442749023,214.111114501953,250.111114501953,278.777770996094,310.555541992188,309.111114501953,288,244.222229003906,198,164,21.5555555555556,76.5555572509766,64.4444427490234,74.3333358764648,37.6666679382324,24.3333339691162,10.6666669845581,0.777777791023254,2.33333325386047,20.7777786254883,70.5555572509766,71.8888854980469,86.6666641235352
36.75,-6.75,193,89,37,5198,319,83,236,137,258,261,128,487,76,1,66,214,13,23,205,83,96,111,130,171,191,214,218,200,160,118,91,160,175,193,223,261,288,319,319,294,249,202,166,19,71,58,61,34,23,10,1,2,20,64,67,76
36.75,-7.75,184,92,43,4206,299,87,212,143,237,241,134,460,91,1,74,231,13,17,226,87,95,102,120,146,173,192,193,183,155,120,97,170,178,193,211,238,268,299,298,281,244,205,177,1,91,56,46,28,17,11,1,1,15,54,61,80
36.75,11.75,191.5,67.5,32,5141.5,308.5,99.5,208.5,133,256.5,261,132.5,317,56.5,0,69.5,147.5,7,26.5,120,103.5,99.5,108,123,156.5,195.5,224,231.5,214,181.5,143,114,154.5,158.5,171,193.5,236,274.5,305,308.5,284,244.5,203,167,93.5,52,39,29,23,7.5,4,0,2.5,24,49,30.5,56.5
36.75,12.25,185,65,31,5200,302,94,208,126,251,256,126,340,63,0,70,157,8,29,124,98,94,103,118,152,191,220,227,209,177,138,109,146,150,164,186,229,269,299,302,278,237,196,159,215,53,40,30,25,8,5,0,3,26,53,33,63
36.75,14.25,188,74,34,5130,304.5,90.5,214.5,173.5,252.5,257,128.5,401.5,79,1.5,72.5,200.5,14,35,127.5,90.5,90.5,98.5,115.5,153.5,194.5,218.5,227.5,209.5,174.5,136,106.5,157.5,161,172.5,192.5,233.5,273,297.5,304.5,285,246.5,206.5,172,54.5000000000007,59,37,31.5,24.5,10,4,1.5,8.5,25,79,57.5,64
36.75,14.75,178.5,78.8333358764648,33.6666679382324,5465.83349609375,306.666656494141,76.1666641235352,230.5,161.16667175293,248.66667175293,252.33332824707,115.666664123535,437,89.5,1.66666662693024,73.3333358764648,216,17,38.5,141.66667175293,76.8333358764648,76.1666641235352,85.8333358764648,103.166664123535,143,184.5,209.83332824707,217.66667175293,197.83332824707,161.5,123.166664123535,92.8333358764648,144.83332824707,149,161.66667175293,182.66667175293,228.83332824707,273.333343505859,301,306.666656494141,280.166656494141,235.66667175293,194.83332824707,159.5,255.333333333333,66.8333358764648,38,36.8333320617676,24.6666660308838,10.6666669845581,5.16666650772095,1.66666662693024,10,26.6666660308838,89.5,59.8333320617676,66.8333358764648
36.75,15.25,189.5,83.5,35.5,5347,317.5,85.75,232.25,172.5,244.75,261.75,127.75,452,101.75,1.25,79.25,231,14.75,36,149,86.5,85.75,95,111.75,150.5,191.75,216.75,224.25,205.75,170.5,132.25,101.25,160,164.5,176.25,195.5,238.5,283.5,312,317.5,292.5,249.25,209,174.5,75.75,72,36,41,21.5,9,5.25,1.25,9.25,26,101.75,60.25,69
36.75,21.75,186.600006103516,77,34.4000015258789,5350.7998046875,306,84.5999984741211,221.199996948242,138.800003051758,253.800003051758,256.399993896484,122.400001525879,768,149.399993896484,3.40000009536743,78,399,16.2000007629395,36.7999992370605,338.399993896484,84.5999984741211,85.4000015258789,96,119.199996948242,154.800003051758,192.600006103516,221,223.800003051758,202.399993896484,164.600006103516,132.800003051758,101.400001525879,147,152.199996948242,169.800003051758,201.199996948242,243.600006103516,279.200012207031,300.399993896484,306,286.399993896484,248.399993896484,203,164,139.2,122.199996948242,97.8000030517578,70.4000015258789,42.2000007629395,20.6000003814697,6.19999980926514,3.40000009536743,6.80000019073486,26.6000003814697,95.4000015258789,127.400001525879,149.399993896484
36.75,22.25,166,87.3333358764648,35,5733.16650390625,301.833343505859,56.6666679382324,245.33332824707,114.5,240,240.5,97.3333358764648,760.333312988281,147.16667175293,6.83333349227905,75.1666641235352,388,24.3333339691162,34.8333320617676,356.833343505859,56.6666679382324,57.8333320617676,70.6666641235352,95,131.83332824707,170.33332824707,194.66667175293,196.33332824707,173.33332824707,137.66667175293,106.333335876465,75,124.666664123535,128.83332824707,148.5,181.16667175293,230.33332824707,276.5,300.666656494141,301.833343505859,274.333343505859,225.66667175293,182,141.83332824707,471.166666666667,121.666664123535,99.8333358764648,72.5,46.3333320617676,23.8333339691162,9.66666698455811,6.83333349227905,8,23.8333339691162,81.8333358764648,119,147.16667175293
